id,name,slug,type,name_with_type,code,parent_code,path,path_with_type
7744,Trừng Xá,trung-xa,xa,Xã Trừng Xá,09517,264,"Trừng Xá, Lương Tài, Bắc Ninh","Xã Trừng Xá, Huyện Lương Tài, Tỉnh Bắc Ninh"
7745,Phú Hòa,phu-hoa,xa,Xã Phú Hòa,09505,264,"Phú Hòa, Lương Tài, Bắc Ninh","Xã Phú Hòa, Huyện Lương Tài, Tỉnh Bắc Ninh"
7746,Minh Tân,minh-tan,xa,Xã Minh Tân,09526,264,"Minh Tân, Lương Tài, Bắc Ninh","Xã Minh Tân, Huyện Lương Tài, Tỉnh Bắc Ninh"
7747,Quảng Phú,quang-phu,xa,Xã Quảng Phú,09514,264,"Quảng Phú, Lương Tài, Bắc Ninh","Xã Quảng Phú, Huyện Lương Tài, Tỉnh Bắc Ninh"
7748,Trung Kênh,trung-kenh,xa,Xã Trung Kênh,09502,264,"Trung Kênh, Lương Tài, Bắc Ninh","Xã Trung Kênh, Huyện Lương Tài, Tỉnh Bắc Ninh"
7749,Lâm Thao,lam-thao,xa,Xã Lâm Thao,09535,264,"Lâm Thao, Lương Tài, Bắc Ninh","Xã Lâm Thao, Huyện Lương Tài, Tỉnh Bắc Ninh"
7750,Trung Chính,trung-chinh,xa,Xã Trung Chính,09523,264,"Trung Chính, Lương Tài, Bắc Ninh","Xã Trung Chính, Huyện Lương Tài, Tỉnh Bắc Ninh"
7751,Tân Lãng,tan-lang,xa,Xã Tân Lãng,09511,264,"Tân Lãng, Lương Tài, Bắc Ninh","Xã Tân Lãng, Huyện Lương Tài, Tỉnh Bắc Ninh"
7752,An Thịnh,an-thinh,xa,Xã An Thịnh,09499,264,"An Thịnh, Lương Tài, Bắc Ninh","Xã An Thịnh, Huyện Lương Tài, Tỉnh Bắc Ninh"
7753,Phú Lương,phu-luong,xa,Xã Phú Lương,09532,264,"Phú Lương, Lương Tài, Bắc Ninh","Xã Phú Lương, Huyện Lương Tài, Tỉnh Bắc Ninh"
7754,Lai Hạ,lai-ha,xa,Xã Lai Hạ,09520,264,"Lai Hạ, Lương Tài, Bắc Ninh","Xã Lai Hạ, Huyện Lương Tài, Tỉnh Bắc Ninh"
7755,Thứa,thua,thi-tran,Thị trấn Thứa,09496,264,"Thứa, Lương Tài, Bắc Ninh","Thị trấn Thứa, Huyện Lương Tài, Tỉnh Bắc Ninh"
7756,Bắc Ninh,bac-ninh,thanh-pho,Thành phố Bắc Ninh,256,27,"Bắc Ninh, Bắc Ninh","Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7757,Võ Cường,vo-cuong,phuong,Phường Võ Cường,09190,256,"Võ Cường, Bắc Ninh, Bắc Ninh","Phường Võ Cường, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7758,Vạn An,van-an,phuong,Phường Vạn An,09226,256,"Vạn An, Bắc Ninh, Bắc Ninh","Phường Vạn An, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7759,Khắc Niệm,khac-niem,phuong,Phường Khắc Niệm,09325,256,"Khắc Niệm, Bắc Ninh, Bắc Ninh","Phường Khắc Niệm, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7760,Hòa Long,hoa-long,phuong,Phường Hòa Long,09214,256,"Hòa Long, Bắc Ninh, Bắc Ninh","Phường Hòa Long, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7761,Thị Cầu,thi-cau,phuong,Phường Thị Cầu,09169,256,"Thị Cầu, Bắc Ninh, Bắc Ninh","Phường Thị Cầu, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7762,Khúc Xuyên,khuc-xuyen,phuong,Phường Khúc Xuyên,09235,256,"Khúc Xuyên, Bắc Ninh, Bắc Ninh","Phường Khúc Xuyên, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7763,Kim Chân,kim-chan,phuong,Phường Kim Chân,09256,256,"Kim Chân, Bắc Ninh, Bắc Ninh","Phường Kim Chân, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7764,Tiền An,tien-an,phuong,Phường Tiền An,09178,256,"Tiền An, Bắc Ninh, Bắc Ninh","Phường Tiền An, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7765,Phong Khê,phong-khe,phuong,Phường Phong Khê,09244,256,"Phong Khê, Bắc Ninh, Bắc Ninh","Phường Phong Khê, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7766,Đáp Cầu,dap-cau,phuong,Phường Đáp Cầu,09166,256,"Đáp Cầu, Bắc Ninh, Bắc Ninh","Phường Đáp Cầu, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7767,Hạp Lĩnh,hap-linh,phuong,Phường Hạp Lĩnh,09331,256,"Hạp Lĩnh, Bắc Ninh, Bắc Ninh","Phường Hạp Lĩnh, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7768,Suối Hoa,suoi-hoa,phuong,Phường Suối Hoa,09187,256,"Suối Hoa, Bắc Ninh, Bắc Ninh","Phường Suối Hoa, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7769,Nam Sơn,nam-son,phuong,Phường Nam Sơn,09286,256,"Nam Sơn, Bắc Ninh, Bắc Ninh","Phường Nam Sơn, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7770,Vệ An,ve-an,phuong,Phường Vệ An,09175,256,"Vệ An, Bắc Ninh, Bắc Ninh","Phường Vệ An, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7771,Vũ Ninh,vu-ninh,phuong,Phường Vũ Ninh,09163,256,"Vũ Ninh, Bắc Ninh, Bắc Ninh","Phường Vũ Ninh, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7772,Ninh Xá,ninh-xa,phuong,Phường Ninh Xá,09184,256,"Ninh Xá, Bắc Ninh, Bắc Ninh","Phường Ninh Xá, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7773,Kinh Bắc,kinh-bac,phuong,Phường Kinh Bắc,09172,256,"Kinh Bắc, Bắc Ninh, Bắc Ninh","Phường Kinh Bắc, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7774,Vân Dương,van-duong,phuong,Phường Vân Dương,09271,256,"Vân Dương, Bắc Ninh, Bắc Ninh","Phường Vân Dương, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7775,Đại Phúc,dai-phuc,phuong,Phường Đại Phúc,09181,256,"Đại Phúc, Bắc Ninh, Bắc Ninh","Phường Đại Phúc, Thành phố Bắc Ninh, Tỉnh Bắc Ninh"
7776,Yên Phong,yen-phong,huyen,Huyện Yên Phong,258,27,"Yên Phong, Bắc Ninh","Huyện Yên Phong, Tỉnh Bắc Ninh"
7777,Thụy Hòa,thuy-hoa,xa,Xã Thụy Hòa,09208,258,"Thụy Hòa, Yên Phong, Bắc Ninh","Xã Thụy Hòa, Huyện Yên Phong, Tỉnh Bắc Ninh"
7778,Đông Phong,dong-phong,xa,Xã Đông Phong,09229,258,"Đông Phong, Yên Phong, Bắc Ninh","Xã Đông Phong, Huyện Yên Phong, Tỉnh Bắc Ninh"
7779,Đông Tiến,dong-tien,xa,Xã Đông Tiến,09217,258,"Đông Tiến, Yên Phong, Bắc Ninh","Xã Đông Tiến, Huyện Yên Phong, Tỉnh Bắc Ninh"
7780,Yên Trung,yen-trung,xa,Xã Yên Trung,09205,258,"Yên Trung, Yên Phong, Bắc Ninh","Xã Yên Trung, Huyện Yên Phong, Tỉnh Bắc Ninh"
7781,Văn Môn,van-mon,xa,Xã Văn Môn,09238,258,"Văn Môn, Yên Phong, Bắc Ninh","Xã Văn Môn, Huyện Yên Phong, Tỉnh Bắc Ninh"
7782,Tam Giang,tam-giang,xa,Xã Tam Giang,09202,258,"Tam Giang, Yên Phong, Bắc Ninh","Xã Tam Giang, Huyện Yên Phong, Tỉnh Bắc Ninh"
7783,Trung Nghĩa,trung-nghia,xa,Xã Trung Nghĩa,09223,258,"Trung Nghĩa, Yên Phong, Bắc Ninh","Xã Trung Nghĩa, Huyện Yên Phong, Tỉnh Bắc Ninh"
7784,Hòa Tiến,hoa-tien,xa,Xã Hòa Tiến,09211,258,"Hòa Tiến, Yên Phong, Bắc Ninh","Xã Hòa Tiến, Huyện Yên Phong, Tỉnh Bắc Ninh"
7785,Tam Đa,tam-da,xa,Xã Tam Đa,09199,258,"Tam Đa, Yên Phong, Bắc Ninh","Xã Tam Đa, Huyện Yên Phong, Tỉnh Bắc Ninh"
7786,Long Châu,long-chau,xa,Xã Long Châu,09232,258,"Long Châu, Yên Phong, Bắc Ninh","Xã Long Châu, Huyện Yên Phong, Tỉnh Bắc Ninh"
7787,Yên Phụ,yen-phu,xa,Xã Yên Phụ,09220,258,"Yên Phụ, Yên Phong, Bắc Ninh","Xã Yên Phụ, Huyện Yên Phong, Tỉnh Bắc Ninh"
7788,Đông Thọ,dong-tho,xa,Xã Đông Thọ,09241,258,"Đông Thọ, Yên Phong, Bắc Ninh","Xã Đông Thọ, Huyện Yên Phong, Tỉnh Bắc Ninh"
7789,Dũng Liệt,dung-liet,xa,Xã Dũng Liệt,09196,258,"Dũng Liệt, Yên Phong, Bắc Ninh","Xã Dũng Liệt, Huyện Yên Phong, Tỉnh Bắc Ninh"
7790,Chờ,cho,thi-tran,Thị trấn Chờ,09193,258,"Chờ, Yên Phong, Bắc Ninh","Thị trấn Chờ, Huyện Yên Phong, Tỉnh Bắc Ninh"
7791,Quế Võ,que-vo,huyen,Huyện Quế Võ,259,27,"Quế Võ, Bắc Ninh","Huyện Quế Võ, Tỉnh Bắc Ninh"
7792,Mộ Đạo,mo-dao,xa,Xã Mộ Đạo,09307,259,"Mộ Đạo, Quế Võ, Bắc Ninh","Xã Mộ Đạo, Huyện Quế Võ, Tỉnh Bắc Ninh"
7793,Hán Quảng,han-quang,xa,Xã Hán Quảng,09316,259,"Hán Quảng, Quế Võ, Bắc Ninh","Xã Hán Quảng, Huyện Quế Võ, Tỉnh Bắc Ninh"
7794,Yên Giả,yen-gia,xa,Xã Yên Giả,09304,259,"Yên Giả, Quế Võ, Bắc Ninh","Xã Yên Giả, Huyện Quế Võ, Tỉnh Bắc Ninh"
7795,Nhân Hòa,nhan-hoa,xa,Xã Nhân Hòa,09259,259,"Nhân Hòa, Quế Võ, Bắc Ninh","Xã Nhân Hòa, Huyện Quế Võ, Tỉnh Bắc Ninh"
7796,Phố Mới,pho-moi,thi-tran,Thị trấn Phố Mới,09247,259,"Phố Mới, Quế Võ, Bắc Ninh","Thị trấn Phố Mới, Huyện Quế Võ, Tỉnh Bắc Ninh"
7797,Chi Lăng,chi-lang,xa,Xã Chi Lăng,09313,259,"Chi Lăng, Quế Võ, Bắc Ninh","Xã Chi Lăng, Huyện Quế Võ, Tỉnh Bắc Ninh"
7798,Quế Tân,que-tan,xa,Xã Quế Tân,09268,259,"Quế Tân, Quế Võ, Bắc Ninh","Xã Quế Tân, Huyện Quế Võ, Tỉnh Bắc Ninh"
7799,Đào Viên,dao-vien,xa,Xã Đào Viên,09301,259,"Đào Viên, Quế Võ, Bắc Ninh","Xã Đào Viên, Huyện Quế Võ, Tỉnh Bắc Ninh"
7800,Ngọc Xá,ngoc-xa,xa,Xã Ngọc Xá,09289,259,"Ngọc Xá, Quế Võ, Bắc Ninh","Xã Ngọc Xá, Huyện Quế Võ, Tỉnh Bắc Ninh"
7801,Phù Lãng,phu-lang,xa,Xã Phù Lãng,09277,259,"Phù Lãng, Quế Võ, Bắc Ninh","Xã Phù Lãng, Huyện Quế Võ, Tỉnh Bắc Ninh"
7802,Đức Long,duc-long,xa,Xã Đức Long,09310,259,"Đức Long, Quế Võ, Bắc Ninh","Xã Đức Long, Huyện Quế Võ, Tỉnh Bắc Ninh"
7803,Phương Liễu,phuong-lieu,xa,Xã Phương Liễu,09265,259,"Phương Liễu, Quế Võ, Bắc Ninh","Xã Phương Liễu, Huyện Quế Võ, Tỉnh Bắc Ninh"
7804,Cách Bi,cach-bi,xa,Xã Cách Bi,09298,259,"Cách Bi, Quế Võ, Bắc Ninh","Xã Cách Bi, Huyện Quế Võ, Tỉnh Bắc Ninh"
7805,Đại Xuân,dai-xuan,xa,Xã Đại Xuân,09253,259,"Đại Xuân, Quế Võ, Bắc Ninh","Xã Đại Xuân, Huyện Quế Võ, Tỉnh Bắc Ninh"
7806,Phù Lương,phu-luong,xa,Xã Phù Lương,09274,259,"Phù Lương, Quế Võ, Bắc Ninh","Xã Phù Lương, Huyện Quế Võ, Tỉnh Bắc Ninh"
7807,Bằng An,bang-an,xa,Xã Bằng An,09262,259,"Bằng An, Quế Võ, Bắc Ninh","Xã Bằng An, Huyện Quế Võ, Tỉnh Bắc Ninh"
7808,Bồng Lai,bong-lai,xa,Xã Bồng Lai,09295,259,"Bồng Lai, Quế Võ, Bắc Ninh","Xã Bồng Lai, Huyện Quế Võ, Tỉnh Bắc Ninh"
7809,Việt Thống,viet-thong,xa,Xã Việt Thống,09250,259,"Việt Thống, Quế Võ, Bắc Ninh","Xã Việt Thống, Huyện Quế Võ, Tỉnh Bắc Ninh"
7810,Việt Hùng,viet-hung,xa,Xã Việt Hùng,09283,259,"Việt Hùng, Quế Võ, Bắc Ninh","Xã Việt Hùng, Huyện Quế Võ, Tỉnh Bắc Ninh"
7811,Châu Phong,chau-phong,xa,Xã Châu Phong,09292,259,"Châu Phong, Quế Võ, Bắc Ninh","Xã Châu Phong, Huyện Quế Võ, Tỉnh Bắc Ninh"
7812,Phượng Mao,phuong-mao,xa,Xã Phượng Mao,09280,259,"Phượng Mao, Quế Võ, Bắc Ninh","Xã Phượng Mao, Huyện Quế Võ, Tỉnh Bắc Ninh"
7813,Tiên Du,tien-du,huyen,Huyện Tiên Du,260,27,"Tiên Du, Bắc Ninh","Huyện Tiên Du, Tỉnh Bắc Ninh"
7814,Lim,lim,thi-tran,Thị trấn Lim,09319,260,"Lim, Tiên Du, Bắc Ninh","Thị trấn Lim, Huyện Tiên Du, Tỉnh Bắc Ninh"
7815,Nội Duệ,noi-due,xa,Xã Nội Duệ,09328,260,"Nội Duệ, Tiên Du, Bắc Ninh","Xã Nội Duệ, Huyện Tiên Du, Tỉnh Bắc Ninh"
7816,Phật Tích,phat-tich,xa,Xã Phật Tích,09349,260,"Phật Tích, Tiên Du, Bắc Ninh","Xã Phật Tích, Huyện Tiên Du, Tỉnh Bắc Ninh"
7817,Hiên Vân,hien-van,xa,Xã Hiên Vân,09337,260,"Hiên Vân, Tiên Du, Bắc Ninh","Xã Hiên Vân, Huyện Tiên Du, Tỉnh Bắc Ninh"
7818,Tri Phương,tri-phuong,xa,Xã Tri Phương,09358,260,"Tri Phương, Tiên Du, Bắc Ninh","Xã Tri Phương, Huyện Tiên Du, Tỉnh Bắc Ninh"
7819,Việt Đoàn,viet-doan,xa,Xã Việt Đoàn,09346,260,"Việt Đoàn, Tiên Du, Bắc Ninh","Xã Việt Đoàn, Huyện Tiên Du, Tỉnh Bắc Ninh"
7820,Liên Bão,lien-bao,xa,Xã Liên Bão,09334,260,"Liên Bão, Tiên Du, Bắc Ninh","Xã Liên Bão, Huyện Tiên Du, Tỉnh Bắc Ninh"
7821,Phú Lâm,phu-lam,xa,Xã Phú Lâm,09322,260,"Phú Lâm, Tiên Du, Bắc Ninh","Xã Phú Lâm, Huyện Tiên Du, Tỉnh Bắc Ninh"
7822,Đại Đồng,dai-dong,xa,Xã Đại Đồng,09355,260,"Đại Đồng, Tiên Du, Bắc Ninh","Xã Đại Đồng, Huyện Tiên Du, Tỉnh Bắc Ninh"
7823,Lạc Vệ,lac-ve,xa,Xã Lạc Vệ,09343,260,"Lạc Vệ, Tiên Du, Bắc Ninh","Xã Lạc Vệ, Huyện Tiên Du, Tỉnh Bắc Ninh"
7824,Cảnh Hưng,canh-hung,xa,Xã Cảnh Hưng,09364,260,"Cảnh Hưng, Tiên Du, Bắc Ninh","Xã Cảnh Hưng, Huyện Tiên Du, Tỉnh Bắc Ninh"
7825,Tân Chi,tan-chi,xa,Xã Tân Chi,09352,260,"Tân Chi, Tiên Du, Bắc Ninh","Xã Tân Chi, Huyện Tiên Du, Tỉnh Bắc Ninh"
7826,Hoàn Sơn,hoan-son,xa,Xã Hoàn Sơn,09340,260,"Hoàn Sơn, Tiên Du, Bắc Ninh","Xã Hoàn Sơn, Huyện Tiên Du, Tỉnh Bắc Ninh"
7827,Minh Đạo,minh-dao,xa,Xã Minh Đạo,09361,260,"Minh Đạo, Tiên Du, Bắc Ninh","Xã Minh Đạo, Huyện Tiên Du, Tỉnh Bắc Ninh"
7828,Từ Sơn,tu-son,thi-xa,Thị xã Từ Sơn,261,27,"Từ Sơn, Bắc Ninh","Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7829,Phù Khê,phu-khe,xa,Xã Phù Khê,09379,261,"Phù Khê, Từ Sơn, Bắc Ninh","Xã Phù Khê, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7830,Đông Ngàn,dong-ngan,phuong,Phường Đông Ngàn,09367,261,"Đông Ngàn, Từ Sơn, Bắc Ninh","Phường Đông Ngàn, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7831,Châu Khê,chau-khe,phuong,Phường Châu Khê,09388,261,"Châu Khê, Từ Sơn, Bắc Ninh","Phường Châu Khê, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7832,Tương Giang,tuong-giang,xa,Xã Tương Giang,09376,261,"Tương Giang, Từ Sơn, Bắc Ninh","Xã Tương Giang, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7833,Phù Chẩn,phu-chan,xa,Xã Phù Chẩn,09397,261,"Phù Chẩn, Từ Sơn, Bắc Ninh","Xã Phù Chẩn, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7834,Đồng Nguyên,dong-nguyen,phuong,Phường Đồng Nguyên,09385,261,"Đồng Nguyên, Từ Sơn, Bắc Ninh","Phường Đồng Nguyên, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7835,Hương Mạc,huong-mac,xa,Xã Hương Mạc,09373,261,"Hương Mạc, Từ Sơn, Bắc Ninh","Xã Hương Mạc, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7836,Trang Hạ,trang-ha,phuong,Phường Trang Hạ,09383,261,"Trang Hạ, Từ Sơn, Bắc Ninh","Phường Trang Hạ, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7837,Đình Bảng,dinh-bang,phuong,Phường Đình Bảng,09394,261,"Đình Bảng, Từ Sơn, Bắc Ninh","Phường Đình Bảng, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7838,Đồng Kỵ,dong-ky,phuong,Phường Đồng Kỵ,09382,261,"Đồng Kỵ, Từ Sơn, Bắc Ninh","Phường Đồng Kỵ, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7839,Tam Sơn,tam-son,xa,Xã Tam Sơn,09370,261,"Tam Sơn, Từ Sơn, Bắc Ninh","Xã Tam Sơn, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7840,Tân Hồng,tan-hong,phuong,Phường Tân Hồng,09391,261,"Tân Hồng, Từ Sơn, Bắc Ninh","Phường Tân Hồng, Thị xã Từ Sơn, Tỉnh Bắc Ninh"
7841,Thuận Thành,thuan-thanh,huyen,Huyện Thuận Thành,262,27,"Thuận Thành, Bắc Ninh","Huyện Thuận Thành, Tỉnh Bắc Ninh"
7842,Mão Điền,mao-dien,xa,Xã Mão Điền,09409,262,"Mão Điền, Thuận Thành, Bắc Ninh","Xã Mão Điền, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7843,An Bình,an-binh,xa,Xã An Bình,09418,262,"An Bình, Thuận Thành, Bắc Ninh","Xã An Bình, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7844,Đại Đồng Thành,dai-dong-thanh,xa,Xã Đại Đồng Thành,09406,262,"Đại Đồng Thành, Thuận Thành, Bắc Ninh","Xã Đại Đồng Thành, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7845,Ngũ Thái,ngu-thai,xa,Xã Ngũ Thái,09439,262,"Ngũ Thái, Thuận Thành, Bắc Ninh","Xã Ngũ Thái, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7846,Thanh Khương,thanh-khuong,xa,Xã Thanh Khương,09427,262,"Thanh Khương, Thuận Thành, Bắc Ninh","Xã Thanh Khương, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7847,Đình Tổ,dinh-to,xa,Xã Đình Tổ,09415,262,"Đình Tổ, Thuận Thành, Bắc Ninh","Xã Đình Tổ, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7848,Nghĩa Đạo,nghia-dao,xa,Xã Nghĩa Đạo,09448,262,"Nghĩa Đạo, Thuận Thành, Bắc Ninh","Xã Nghĩa Đạo, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7849,Hoài Thượng,hoai-thuong,xa,Xã Hoài Thượng,09403,262,"Hoài Thượng, Thuận Thành, Bắc Ninh","Xã Hoài Thượng, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7850,Hà Mãn,ha-man,xa,Xã Hà Mãn,09436,262,"Hà Mãn, Thuận Thành, Bắc Ninh","Xã Hà Mãn, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7851,Gia Đông,gia-dong,xa,Xã Gia Đông,09424,262,"Gia Đông, Thuận Thành, Bắc Ninh","Xã Gia Đông, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7852,Song Hồ,song-ho,xa,Xã Song Hồ,09412,262,"Song Hồ, Thuận Thành, Bắc Ninh","Xã Song Hồ, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7853,Ninh Xá,ninh-xa,xa,Xã Ninh Xá,09445,262,"Ninh Xá, Thuận Thành, Bắc Ninh","Xã Ninh Xá, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7854,Hồ,ho,thi-tran,Thị trấn Hồ,09400,262,"Hồ, Thuận Thành, Bắc Ninh","Thị trấn Hồ, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7855,Xuân Lâm,xuan-lam,xa,Xã Xuân Lâm,09433,262,"Xuân Lâm, Thuận Thành, Bắc Ninh","Xã Xuân Lâm, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7856,Trí Quả,tri-qua,xa,Xã Trí Quả,09421,262,"Trí Quả, Thuận Thành, Bắc Ninh","Xã Trí Quả, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7857,Nguyệt Đức,nguyet-duc,xa,Xã Nguyệt Đức,09442,262,"Nguyệt Đức, Thuận Thành, Bắc Ninh","Xã Nguyệt Đức, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7858,Trạm Lộ,tram-lo,xa,Xã Trạm Lộ,09430,262,"Trạm Lộ, Thuận Thành, Bắc Ninh","Xã Trạm Lộ, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7859,Song Liễu,song-lieu,xa,Xã Song Liễu,09451,262,"Song Liễu, Thuận Thành, Bắc Ninh","Xã Song Liễu, Huyện Thuận Thành, Tỉnh Bắc Ninh"
7860,Gia Bình,gia-binh,huyen,Huyện Gia Bình,263,27,"Gia Bình, Bắc Ninh","Huyện Gia Bình, Tỉnh Bắc Ninh"
7861,Đại Lai,dai-lai,xa,Xã Đại Lai,09469,263,"Đại Lai, Gia Bình, Bắc Ninh","Xã Đại Lai, Huyện Gia Bình, Tỉnh Bắc Ninh"
7862,Vạn Ninh,van-ninh,xa,Xã Vạn Ninh,09457,263,"Vạn Ninh, Gia Bình, Bắc Ninh","Xã Vạn Ninh, Huyện Gia Bình, Tỉnh Bắc Ninh"
7863,Lãng Ngâm,lang-ngam,xa,Xã Lãng Ngâm,09478,263,"Lãng Ngâm, Gia Bình, Bắc Ninh","Xã Lãng Ngâm, Huyện Gia Bình, Tỉnh Bắc Ninh"
7864,Cao Đức,cao-duc,xa,Xã Cao Đức,09466,263,"Cao Đức, Gia Bình, Bắc Ninh","Xã Cao Đức, Huyện Gia Bình, Tỉnh Bắc Ninh"
7865,Gia Bình,gia-binh,thi-tran,Thị trấn Gia Bình,09454,263,"Gia Bình, Gia Bình, Bắc Ninh","Thị trấn Gia Bình, Huyện Gia Bình, Tỉnh Bắc Ninh"
7866,Đông Cứu,dong-cuu,xa,Xã Đông Cứu,09487,263,"Đông Cứu, Gia Bình, Bắc Ninh","Xã Đông Cứu, Huyện Gia Bình, Tỉnh Bắc Ninh"
7867,Bình Dương,binh-duong,xa,Xã Bình Dương,09475,263,"Bình Dương, Gia Bình, Bắc Ninh","Xã Bình Dương, Huyện Gia Bình, Tỉnh Bắc Ninh"
7868,Giang Sơn,giang-son,xa,Xã Giang Sơn,09463,263,"Giang Sơn, Gia Bình, Bắc Ninh","Xã Giang Sơn, Huyện Gia Bình, Tỉnh Bắc Ninh"
7869,Xuân Lai,xuan-lai,xa,Xã Xuân Lai,09484,263,"Xuân Lai, Gia Bình, Bắc Ninh","Xã Xuân Lai, Huyện Gia Bình, Tỉnh Bắc Ninh"
7870,Song Giang,song-giang,xa,Xã Song Giang,09472,263,"Song Giang, Gia Bình, Bắc Ninh","Xã Song Giang, Huyện Gia Bình, Tỉnh Bắc Ninh"
7871,Thái Bảo,thai-bao,xa,Xã Thái Bảo,09460,263,"Thái Bảo, Gia Bình, Bắc Ninh","Xã Thái Bảo, Huyện Gia Bình, Tỉnh Bắc Ninh"
7872,Quỳnh Phú,quynh-phu,xa,Xã Quỳnh Phú,09493,263,"Quỳnh Phú, Gia Bình, Bắc Ninh","Xã Quỳnh Phú, Huyện Gia Bình, Tỉnh Bắc Ninh"
7873,Nhân Thắng,nhan-thang,xa,Xã Nhân Thắng,09481,263,"Nhân Thắng, Gia Bình, Bắc Ninh","Xã Nhân Thắng, Huyện Gia Bình, Tỉnh Bắc Ninh"
7874,Đại Bái,dai-bai,xa,Xã Đại Bái,09490,263,"Đại Bái, Gia Bình, Bắc Ninh","Xã Đại Bái, Huyện Gia Bình, Tỉnh Bắc Ninh"
7875,Bình Phước,binh-phuoc,tinh,Tỉnh Bình Phước,70,0,,
7876,Bù Đốp,bu-dop,huyen,Huyện Bù Đốp,693,70,"Bù Đốp, Bình Phước","Huyện Bù Đốp, Tỉnh Bình Phước"
7877,Hưng Phước,hung-phuoc,xa,Xã Hưng Phước,25309,693,"Hưng Phước, Bù Đốp, Bình Phước","Xã Hưng Phước, Huyện Bù Đốp, Tỉnh Bình Phước"
7878,Thanh Bình,thanh-binh,thi-tran,Thị trấn Thanh Bình,25308,693,"Thanh Bình, Bù Đốp, Bình Phước","Thị trấn Thanh Bình, Huyện Bù Đốp, Tỉnh Bình Phước"
7879,Phước Thiện,phuoc-thien,xa,Xã Phước Thiện,25310,693,"Phước Thiện, Bù Đốp, Bình Phước","Xã Phước Thiện, Huyện Bù Đốp, Tỉnh Bình Phước"
7880,Tân Tiến,tan-tien,xa,Xã Tân Tiến,25321,693,"Tân Tiến, Bù Đốp, Bình Phước","Xã Tân Tiến, Huyện Bù Đốp, Tỉnh Bình Phước"
7881,Thiện Hưng,thien-hung,xa,Xã Thiện Hưng,25312,693,"Thiện Hưng, Bù Đốp, Bình Phước","Xã Thiện Hưng, Huyện Bù Đốp, Tỉnh Bình Phước"
7882,Thanh Hòa,thanh-hoa,xa,Xã Thanh Hòa,25315,693,"Thanh Hòa, Bù Đốp, Bình Phước","Xã Thanh Hòa, Huyện Bù Đốp, Tỉnh Bình Phước"
7883,Tân Thành,tan-thanh,xa,Xã Tân Thành,25318,693,"Tân Thành, Bù Đốp, Bình Phước","Xã Tân Thành, Huyện Bù Đốp, Tỉnh Bình Phước"
7884,Hớn Quản,hon-quan,huyen,Huyện Hớn Quản,694,70,"Hớn Quản, Bình Phước","Huyện Hớn Quản, Tỉnh Bình Phước"
